	td_114221	td_111445	td_111580	td_105099	td_107195	td_105469	td_111302	td_038581	td_098207	td_097576	td_105782	td_033136	td_033454	td_033732	td_111751	td_111228	td_111162	td_106068	td_105975	td_105041	td_103490	td_103281	td_102525	td_098872	td_098605	td_098435	td_098115	td_097912	td_097006	td_096871	td_096706	td_096596	td_096574	td_038744	td_037126	td_034172	td_032431	td_099131	td_095219	td_032642	td_105156	td_099448	td_106496	td_106554	td_097978	td_095653	td_037690	td_099962	td_034778	td_097421	td_098675	td_035937	td_102119	td_035641	td_105623	td_099387	td_103566	td_038857	td_102665	td_038395	td_037239	td_037034	td_024089	td_105885	td_105925	td_102305	td_106399	td_105315	td_101777	td_038959	td_102049	td_038905	td_100171	td_098741	td_106341	td_106987	td_099518	td_097760	td_097487	td_096167	td_096949	td_097363	td_096517	td_096424	td_096110	td_097122	td_096053	td_095962	td_096273	td_095837	td_095780	td_096367	td_095723	td_095530	td_034913	td_034844	td_034238	td_034087	td_034628	td_035163	td_032931	td_095473	td_035734	td_034030	td_035303	td_035848	td_035791	td_035521	td_035581	td_035379	td_033814	td_033565	td_033682	td_033928	td_033520	td_033369	td_033219	td_106933	td_014409	td_014515	td_014609	td_014731	td_014785	td_014911	td_014971	td_015070	td_015131	td_015197	td_015263	td_015428	td_015442	td_015639	td_015720	td_015997	td_016038	td_016125	td_016301	td_016346	td_016626	td_024743	td_024245	td_023864	td_023693	td_023645	td_016548	td_032322	td_023382	td_024857	td_023439	td_024139	td_023227	td_023807	td_032228	td_024790	td_021683	td_023182	td_023978	td_024027	td_024341	td_023058	td_024958	td_024909	td_024692	td_024299	td_024638	td_024596	td_024548	td_024192	td_024398	td_023496	td_023927	td_023590	td_023543	td_023286	td_021312	td_021282	td_032074	td_032006	td_015940	td_016978	td_032150	td_016908	td_015863	td_016379	td_016698	td_016782	td_016462	bm_114223	bm_111582	bm_097124	bm_111447	bm_111753	bm_038583	bm_111304	bm_102667	bm_038907	bm_033003	bm_033138	bm_033460	bm_033734	bm_111230	bm_111164	bm_106070	bm_105977	bm_105784	bm_105471	bm_105101	bm_105043	bm_103283	bm_102527	bm_098874	bm_098607	bm_098437	bm_098117	bm_097914	bm_097008	bm_096873	bm_096708	bm_096598	bm_096576	bm_034174	bm_032437	bm_099133	bm_095221	bm_032644	bm_105158	bm_099450	bm_106498	bm_106556	bm_097980	bm_095655	bm_037692	bm_099964	bm_034780	bm_097423	bm_098677	bm_035939	bm_102121	bm_035643	bm_099389	bm_103568	bm_038859	bm_038397	bm_037241	bm_037036	bm_107197	bm_105887	bm_102307	bm_106401	bm_101779	bm_098209	bm_038961	bm_102051	bm_100173	bm_098743	bm_106343	bm_099520	bm_097762	bm_097489	bm_096169	bm_096951	bm_097365	bm_096519	bm_097578	bm_096426	bm_096112	bm_096055	bm_095964	bm_096275	bm_095839	bm_095782	bm_096369	bm_095725	bm_095532	bm_034915	bm_034846	bm_034240	bm_034089	bm_034630	bm_035165	bm_032933	bm_095475	bm_035736	bm_034032	bm_035305	bm_035850	bm_035793	bm_035522	bm_035583	bm_035381	bm_033820	bm_033567	bm_033688	bm_033930	bm_033526	bm_033371	bm_033225	bm_106935	bm_014415	bm_014517	bm_014607	bm_014737	bm_014787	bm_014913	bm_014977	bm_015072	bm_015137	bm_015203	bm_015269	bm_015434	bm_015444	bm_015645	bm_016040	bm_016127	bm_016303	bm_016348	bm_016632	bm_024745	bm_024247	bm_023695	bm_023647	bm_016550	bm_023866	bm_032324	bm_024859	bm_023441	bm_024142	bm_023229	bm_023809	bm_032230	bm_024792	bm_021685	bm_023184	bm_023980	bm_024029	bm_024343	bm_023060	bm_024960	bm_024911	bm_024694	bm_024301	bm_024640	bm_024598	bm_024550	bm_024195	bm_024400	bm_024091	bm_023498	bm_023929	bm_023592	bm_023545	bm_021817	bm_023288	bm_021314	bm_021284	bm_032076	bm_032012	bm_015946	bm_016984	bm_032156	bm_016910	bm_015865	bm_016381	bm_016700	bm_016788	bm_016464	tax
38989	0	0	0	0	0	2	5	20	0	1	0	24	46	41	26	8	19	1	3	0	5	0	16	0	0	0	1	0	2	0	1	0	1	0	7	6	2	0	0	5	1	0	13	1	4	0	1	0	0	1	1	1	4	8	4	0	0	3	0	29	0	0	8	3	1	1	0	16	0	0	0	0	0	0	12	20	0	4	0	0	1	0	0	0	1	0	0	1	0	35	2	28	0	14	3	4	18	13	9	2	3	2	12	2	0	46	4	10	11	24	4	0	1	88	9	4	0	1	0	21	9	0	3	7	3	10	4	10	1	15	0	22	0	11	80	2	0	14	14	0	39	0	0	0	0	70	0	12	0	19	10	2	24	1	22	1	19	0	0	35	0	0	96	12	60	0	0	0	65	0	1	1	28	59	7	0	1	1	0	12	0	9	3	52	16	15	6	0	0	0	2	8	0	1	1	7	8	6	23	2	1	3	1	0	0	3	3	1	1	2	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	2	3	0	0	5	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	5	0	5	1	2	7	1	1	2	0	1	2	0	7	3	0	3	0	0	0	24	0	0	0	4	1	3	0	0	1	29	0	2	1	0	2	0	1	2	0	0	0	5	6	1	0	3	5	0	0	0	0	0	0	9	0	3	8	0	0	1	1	0	0	1	0	0	0	0	0	3	0	4	0	1	0	8	0	2	2	0	4	3	30	6	1	0	0	0	1	3	3	3	0	2	1	0	Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella
38992	0	0	0	1	0	3	9	0	0	0	0	12	1	1	2	5	28	0	15	2	0	0	6	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	22	0	1	0	0	0	2	0	0	3	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	3	5	1	0	1	1	0	0	0	0	0	18	17	0	5	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	4	67	21	0	4	1	0	13	0	0	7	0	0	5	1	0	0	0	0	0	2	3	9	3	0	4	0	4	4	1	1	4	19	1	1	20	0	36	7	0	1	62	22	4	0	0	0	0	0	0	1	0	0	5	1	0	6	1	7	2	3	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	7	1	2	0	2	0	0	1	0	0	0	2	4	0	19	2	1	0	1	1	3	6	0	3	12	3	5	3	0	3	1	3	0	0	10	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	6	2	0	1	0	1	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	7	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	4	0	2	0	0	5	0	2	1	1	1	0	15	0	0	0	10	11	0	1	1	1	0	3	0	1	2	1	0	11	4	0	0	0	9	2	0	2	0	0	1	1	4	0	8	0	1	2	2	3	1	2	3	12	0	0	1	0	0	1	1	0	0	0	0	0	0	Root;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus
38994	0	1	1	3	2	5	54	1	8	3	6	68	43	33	22	7	86	3	21	2	3	0	88	0	0	7	1	0	4	0	0	5	10	1	1	13	2	2	24	1	2	0	1	0	0	0	0	8	0	6	2	4	2	9	6	3	0	3	3	10	1	0	2	5	6	0	0	5	3	1	3	0	0	0	21	4	1	4	5	2	3	1	0	1	1	1	3	3	8	0	0	1	0	3	6	1	52	49	22	2	2	19	2	6	0	2	16	1	0	34	16	0	1	2	0	1	5	6	33	39	32	3	2	2	3	3	5	18	38	4	42	9	0	54	11	20	3	150	79	2	0	1	2	3	0	3	0	1	2	2	0	5	58	2	3	1	7	0	0	13	1	0	1	1	0	1	0	0	3	1	0	6	10	8	13	0	2	2	1	2	0	0	1	3	7	2	33	13	3	1	6	36	16	45	2	66	86	14	131	88	3	14	2	10	0	9	5	123	2	2	2	0	0	2	0	0	4	15	1	0	6	0	0	11	0	17	0	10	12	0	0	0	1	0	1	0	0	0	3	0	7	2	74	29	1	17	22	0	0	0	0	0	1	3	9	7	0	1	0	2	2	5	0	1	7	9	7	5	1	0	2	2	0	12	1	1	8	9	28	1	19	8	2	4	1	1	22	0	0	4	1	5	0	0	25	0	1	4	2	39	2	4	1	5	6	6	3	10	24	11	67	106	6	16	0	39	55	1	2	7	2	0	12	1	2	8	1	1	15	91	1	1	7	11	5	3	1	2	9	1	0	63	1	23	1	4	12	2	0	5	7	35	9	14	14	0	0	0	4	1	1	1	2	10	2	3	Root;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus
39009	8	3	5	0	0	0	0	18	0	0	2	0	0	0	0	0	0	5	4	0	0	7	0	1	1	0	1	0	0	1	0	6	0	0	1	0	1	1	1	0	6	0	0	6	0	1	0	0	0	0	0	0	2	0	0	0	4	4	0	0	0	2	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	5	2	0	0	0	0	2	0	2	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	3	0	1	0	3	0	0	6	1	8	0	1	0	0	1	0	4	0	2	28	0	1	0	3	0	8	0	0	1	5	0	1	2	0	10	0	13	0	4	0	2	2	0	2	3	1	0	2	0	20	0	0	0	3	52	1	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces
39014	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	9	0	0	1	0	1	0	2	0	0	2	11	10	0	3	2	4	5	4	42	23	13	17	2	4	6	3	0	1	8	0	6	9	2	0	3	3	2	1	3	7	14	0	1	0	1	6	26	3	1	4	0	12	1	1	2	35	5	2	2	4	0	13	30	0	0	0	0	18	18	5	1	1	0	3	1	1	1	3	1	3	2	3	4	0	7	4	8	3	6	12	17	2	2	2	29	2	4	4	12	4	12	2	1	1	0	0	1	0	1	52	11	1	2	0	0	2	1	9	1	10	10	5	5	10	0	4	7	0	1	5	17	10	1	7	14	21	2	23	20	0	14	2	0	90	1	4	1	1	1	6	0	9	0	3	2	8	7	2	3	1	1	0	4	2	0	1	0	0	1	0	0	0	13	1	30	6	0	1	32	9	8	0	50	26	6	4	2	3	Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
39038	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	2	1	1	0	0	0	1	0	0	2	2	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	3	2	7	0	4	0	0	5	0	2	0	0	1	0	1	0	0	0	2	0	0	0	6	0	1	1	0	4	0	0	0	1	0	0	0	0	3	0	0	0	0	0	6	0	0	1	0	1	6	2	0	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	3	3	1	0	0	0	1	0	2	0	0	2	0	2	2	0	4	1	0	0	0	0	1	0	0	0	0	1	0	6	0	0	7	1	3	0	4	1	0	0	1	0	6	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	2	0	0	5	0	0	0	1	1	0	0	0	0	Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
39046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	12	2	1	9	8	12	11	2	0	10	8	5	6	3	20	1	0	0	0	1	0	1	3	3	0	3	1	4	0	3	1	3	0	11	0	0	3	0	0	0	5	0	2	6	0	2	0	3	1	1	2	1	1	7	1	0	2	1	8	3	3	0	0	0	0	4	7	2	0	9	1	2	3	0	1	1	1	1	2	2	2	1	7	0	6	0	0	2	2	10	4	2	4	11	2	1	3	0	4	23	1	3	5	15	4	0	9	1	0	3	3	15	12	9	17	4	1	2	1	7	6	3	4	0	2	0	8	2	4	2	0	0	3	1	0	3	6	1	0	1	0	0	5	0	2	1	2	3	0	5	1	9	0	2	1	7	0	1	0	1	1	0	1	4	4	5	3	0	2	1	2	5	7	0	0	14	3	2	1	Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
39047	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	6	0	0	0	5	0	26	0	1	1	22	0	53	0	0	277	0	0	0	0	22	3	0	4	0	1	0	0	0	0	0	0	0	0	4	2	1	1	8	0	1	6	0	0	0	8	14	0	0	0	0	0	0	0	0	2	0	0	0	0	20	0	25	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	13	0	0	0	0	1	55	0	0	0	0	19	0	33	2	4	13	2	0	0	9	0	0	1	19	3	9	5	2	89	1	5	0	32	0	1	0	0	0	18	0	3	40	16	0	25	4	0	0	14	8	3	65	2	5	0	0	1	71	0	32	7	0	18	0	13	0	5	0	28	0	0	3	17	6	0	0	1	21	18	37	12	1	0	0	1	0	0	5	0	2	26	Root;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus
39059	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	11	0	0	0	0	4	0	1	2	3	0	1	0	0	0	0	0	0	0	1	0	0	3	2	0	0	1	0	0	1	1	1	0	1	0	0	3	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	3	4	2	4	0	2	2	0	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	0	0	2	1	0	1	0	0	2	0	0	2	1	0	0	0	2	2	1	0	3	0	5	1	1	2	1	0	0	1	0	1	0	0	1	7	0	0	0	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	7	1	0	0	0	0	0	1	0	0	0	30	0	0	0	Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
39062	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	66	0	0	4	1	0	3	2	0	0	1	0	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0	5	0	0	5	0	0	0	2	0	0	0	8	0	0	0	0	1	0	1	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	1	0	1	0	0	0	1	2	0	0	0	0	7	0	0	1	3	0	0	10	0	0	0	1	7	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	27	0	0	15	0	0	0	0	10	2	0	0	16	0	0	0	0	0	0	5	1	1	11	30	7	3	0	8	0	38	36	1	0	0	0	13	5	2	0	0	0	0	0	0	0	0	1	1	0	0	Root;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus
39064	0	0	0	0	2	0	0	0	0	0	1	2	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	12	0	0	2	0	2	0	2	3	0	1	0	0	0	4	1	2	2	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	3	2	3	2	3	7	6	4	4	39	34	18	19	1	10	6	3	1	8	60	5	0	3	5	3	4	4	4	1	5	7	5	4	0	1	2	0	2	1	3	0	2	17	1	2	0	3	5	2	0	4	0	19	13	4	2	0	2	3	4	4	1	1	2	0	5	1	2	5	3	3	4	10	5	0	5	4	0	11	1	17	21	4	2	3	2	1	8	7	0	1	2	0	0	0	1	1	2	3	1	1	5	13	0	0	1	15	2	1	3	5	14	8	14	8	4	5	6	10	4	2	12	20	2	6	18	31	14	11	18	4	4	9	1	0	1	8	8	2	4	1	3	1	0	4	2	5	13	4	2	1	1	5	6	2	2	6	1	1	6	5	7	0	15	0	10	7	1	0	4	4	2	6	4	6	6	1	0	0	Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
39067	0	0	0	0	2	0	3	0	1	0	0	2	1	0	0	0	1	0	27	0	0	0	8	1	0	1	1	0	0	0	0	0	0	0	0	2	1	2	2	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	0	3	0	1	1	1	0	1	2	1	0	5	0	0	0	2	2	0	0	0	0	0	1	4	0	0	3	2	1	1	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	5	0	0	2	3	0	0	2	0	0	0	0	0	14	3	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	18	0	4	0	1	0	0	1	2	0	0	0	0	0	3	1	0	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	Root;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus
39076	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	2	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
39078	3	0	1	2	0	4	10	2	1	2	12	37	8	30	7	4	12	8	11	2	11	0	10	0	0	0	0	0	1	0	2	0	7	2	1	3	4	1	10	3	6	0	4	5	4	3	2	2	0	1	0	0	0	7	2	0	17	4	0	5	1	0	1	24	6	0	1	9	0	8	0	0	0	0	18	4	0	0	2	0	0	2	7	0	0	0	2	0	0	0	0	7	0	3	5	7	7	1	9	1	4	3	3	3	3	2	2	1	8	6	4	0	4	13	3	1	19	26	19	22	56	4	5	14	7	6	6	9	30	3	8	10	5	5	65	7	14	31	27	1	9	0	8	2	0	9	1	2	2	5	10	5	15	7	10	6	1	1	0	4	1	1	4	10	7	1	1	0	2	2	0	62	7	21	39	0	2	2	5	4	1	6	4	24	4	1	18	40	1	0	91	65	40	55	4	12	127	151	59	232	26	50	56	58	90	93	94	11	2	6	1	5	3	1	7	10	12	2	2	32	14	39	2	10	18	17	4	9	8	0	7	36	4	4	0	2	7	2	36	3	10	7	12	7	7	3	93	1	25	1	4	38	2	2	2	42	1	2	9	1	6	1	1	0	0	3	3	2	4	25	16	21	1	12	20	36	13	8	14	10	10	9	8	17	33	49	9	2	38	65	8	6	51	16	12	9	106	80	47	29	83	93	8	6	53	26	137	71	58	10	11	118	76	133	3	99	130	32	4	56	4	3	2	88	19	8	35	2	19	4	85	54	82	51	20	16	40	5	2	6	29	14	6	65	9	20	35	36	32	5	35	22	46	131	25	11	4	16	16	25	0	8	39	14	5	0	Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
39089	0	1	1	0	1	0	2	0	13	1	0	1	1	1	0	0	2	0	3	0	0	0	13	0	2	0	2	0	0	0	0	1	4	0	0	0	3	5	1	0	0	0	0	0	5	0	0	15	0	4	1	0	6	0	0	3	0	0	8	0	0	0	0	0	2	7	0	0	0	0	2	0	11	7	1	1	3	0	0	7	3	4	10	0	7	7	6	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	1	0	0	2	0	0	0	1	6	3	0	5	0	2	2	0	0	39	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	0	1	1	0	0	0	0	0	1	0	0	0	2	1	0	1	0	1	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	11	1	24	1	0	0	3	0	0	0	0	3	1	43	0	3	1	0	0	2	1	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	1	0	2	0	0	0	10	2	0	7	3	0	0	0	0	0	1	0	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Root;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus
